"Executavel","Categoria","Texto"
"Senhas.exe","autenticacao-permissao","DBG_UsuarioDrawDataCell"
"Senhas.exe","autenticacao-permissao","DBG_UsuarioKeyPress"
"Senhas.exe","autenticacao-permissao","DBLCB_CodUsuario"
"Senhas.exe","autenticacao-permissao","DBLCB_CodUsuario("
"Senhas.exe","autenticacao-permissao","DBLCB_CodUsuarioDropDown"
"Senhas.exe","autenticacao-permissao","DBLCB_CodUsuarioEnter"
"Senhas.exe","autenticacao-permissao","DBLCB_CodUsuarioExit"
"Senhas.exe","autenticacao-permissao","DBLCB_CodUsuarioKeyPress"
"Senhas.exe","autenticacao-permissao","DigitaSenha_c"
"Senhas.exe","autenticacao-permissao","DigitaSenha_FC"
"Senhas.exe","autenticacao-permissao","Digite a sua Nova Senha"
"Senhas.exe","autenticacao-permissao","Digite a sua Senha Atual"
"Senhas.exe","autenticacao-permissao","DS_Usuarios"
"Senhas.exe","autenticacao-permissao","DS_Usuarios "
"Senhas.exe","autenticacao-permissao","Ed_CodUsuario"
"Senhas.exe","autenticacao-permissao","Ed_CodUsuarioEnter"
"Senhas.exe","autenticacao-permissao","Ed_CodUsuarioExit"
"Senhas.exe","autenticacao-permissao","Ed_CodUsuarioKeyPress"
"Senhas.exe","autenticacao-permissao","Ed_NomUsuario"
"Senhas.exe","autenticacao-permissao","Ed_NomUsuarioExit"
"Senhas.exe","autenticacao-permissao","Ed_Senha"
"Senhas.exe","autenticacao-permissao","Ed_SenhaEnter"
"Senhas.exe","autenticacao-permissao","Ed_SenhaExit"
"Senhas.exe","autenticacao-permissao","Ed_SenhaKeyPress"
"Senhas.exe","autenticacao-permissao","ENTRADA NO SISTEMA - DIGITADA SENHA"
"Senhas.exe","autenticacao-permissao","F_Senha"
"Senhas.exe","autenticacao-permissao","FC_DigSenha"
"Senhas.exe","autenticacao-permissao","Grupo"
"Senhas.exe","autenticacao-permissao","Grupo de Usu"
"Senhas.exe","autenticacao-permissao","Grupo Inv"
"Senhas.exe","autenticacao-permissao","Grupos"
"Senhas.exe","autenticacao-permissao","Grupos de Usu"
"Senhas.exe","autenticacao-permissao","GruUsuario"
"Senhas.exe","autenticacao-permissao","iCodUsuario"
"Senhas.exe","autenticacao-permissao","Im_Senha"
"Senhas.exe","autenticacao-permissao","LB_CodLegUsuario<"
"Senhas.exe","autenticacao-permissao","Lb_F9Senhal"
"Senhas.exe","autenticacao-permissao","LB_LegUsuario@"
"Senhas.exe","autenticacao-permissao","Lb_TitSenha"
"Senhas.exe","autenticacao-permissao","MainM_Usuarios"
"Senhas.exe","autenticacao-permissao","Marca/Desmarca Grupo de Usu"
"Senhas.exe","autenticacao-permissao","MudaSenha10"
"Senhas.exe","autenticacao-permissao","MudaSenha1Click"
"Senhas.exe","autenticacao-permissao","Nivel"
"Senhas.exe","autenticacao-permissao","NomUsuario"
"Senhas.exe","autenticacao-permissao","O Usuario "
"Senhas.exe","autenticacao-permissao","O, sua senha n"
"Senhas.exe","autenticacao-permissao","Order By CodUsuario"
"Senhas.exe","autenticacao-permissao","ResUsuario"
"Senhas.exe","autenticacao-permissao","Sb_Senha"
"Senhas.exe","autenticacao-permissao","Sb_SenhaClick"
"Senhas.exe","autenticacao-permissao","SENHA"
"Senhas.exe","autenticacao-permissao","Senha do usu"
"Senhas.exe","autenticacao-permissao","Senha Gravada com Sucesso, Tecle Enter para Continuar"
"Senhas.exe","autenticacao-permissao","Senha Incorreta"
"Senhas.exe","autenticacao-permissao","Senha n"
"Senhas.exe","autenticacao-permissao","Senha vazia, informe a senha do usu"
"Senhas.exe","autenticacao-permissao","Senha1t"
"Senhas.exe","autenticacao-permissao","SenhaEnabled"
"Senhas.exe","autenticacao-permissao","SENHAS"
"Senhas.exe","autenticacao-permissao","Sistema de Gerenciamento de Senhas"
"Senhas.exe","autenticacao-permissao","Tb_Nivel"
"Senhas.exe","autenticacao-permissao","Tb_SistemasControlaSenha"
"Senhas.exe","autenticacao-permissao","Tb_TmpNivel@"
"Senhas.exe","autenticacao-permissao","Tb_Usuarios"
"Senhas.exe","autenticacao-permissao","Tb_Usuarios "
"Senhas.exe","autenticacao-permissao","Tb_UsuariosCanceladol"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosCodUsuario"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosCodUsuario0"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosCodUsuarioT"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosCopUsuario$"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosDatCadh"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosGruUsuario"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosGruUsuario\"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosGruUsuario8"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosNomUsuario"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosNomUsuario4"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosNomUsuarioX"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosSenha"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosSenha@"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosSenhad"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosTipUsuario"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosTipUsuario`"
"Senhas.exe","autenticacao-permissao","Tb_UsuariosTipUsuario<"
"Senhas.exe","autenticacao-permissao","TDigitaSenha_FC"
"Senhas.exe","autenticacao-permissao","TDigitaSenha_FCx"
"Senhas.exe","autenticacao-permissao","TF_Senha"
"Senhas.exe","autenticacao-permissao","TFC_DigSenha"
"Senhas.exe","autenticacao-permissao","TipUsuario"
"Senhas.exe","autenticacao-permissao","TmpNivel"
"Senhas.exe","autenticacao-permissao","TUsuarios_FC"
"Senhas.exe","autenticacao-permissao","TUsuarios_FM"
"Senhas.exe","autenticacao-permissao","TUsuariosAv_FC"
"Senhas.exe","autenticacao-permissao","Usuarios"
"Senhas.exe","autenticacao-permissao","Usuarios n"
"Senhas.exe","autenticacao-permissao","Usuarios_c"
"Senhas.exe","autenticacao-permissao","Usuarios_FC"
"Senhas.exe","autenticacao-permissao","Usuarios_FM.DS_Filiais"
"Senhas.exe","autenticacao-permissao","Usuarios_FM.DS_GruOp"
"Senhas.exe","autenticacao-permissao","Usuarios_FM.DS_Janelas"
"Senhas.exe","autenticacao-permissao","Usuarios_FM.DS_Op"
"Senhas.exe","autenticacao-permissao","Usuarios_FM.DS_Sistemas"
"Senhas.exe","autenticacao-permissao","Usuarios_FM.DS_UsuaGru"
"Senhas.exe","autenticacao-permissao","Usuarios_mc"
"Senhas.exe","autenticacao-permissao","UsuariosAv_c"
"Senhas.exe","autenticacao-permissao","UsuariosAv_FC"
"Senhas.exe","autenticacao-permissao","VUsuarios_c"
"Senhas.exe","autenticacao-permissao","Where (not(Cancelado=""S"")) And (not(TipUsuario=""C"")) "
