Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
MovPdv,Importa\ESC\FILIAL\MovPdv.DB,ValorFinal,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValorFinal,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovEst,Importa\EST\FILIAL\MovEst.DB,ValUnit,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6,nao confirmado,nao confirmado,ValUnit,Estoque,nao confirmado,Estoque,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
SerLav,Lav\Dados\SerLav.DB,ValCom,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValCom,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
SerLav,Lav\Dados\SerLav.DB,ValComL,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValComL,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,ExiVlrRol,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,possivel,ROL,Produtos/Servicos,nao confirmado,Produtos/Servicos,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabPreco,Lav\Dados\TabPreco.DB,PesoSaldo,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,PesoSaldo,Produtos/Servicos,nao confirmado,Produtos/Servicos,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
TabProSer,Lav\Dados\TabProSer.DB,ValCom,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValCom,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CliCredito,Lav\FILIAL\CliCredito.DB,ValCre,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,ValCre,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
CliCredito,Lav\FILIAL\CliCredito.DB,VerVal,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,VerVal,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Doacao,Lav\FILIAL\Doacao.DB,ValDoa,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,ValDoa,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
MetasGruPro,Lav\FILIAL\MetasGruPro.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MetasVen,Lav\FILIAL\MetasVen.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovCab,Lav\FILIAL\MovCab.DB,TotPecas,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.XGC;.XGD;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB;.YGC;.YGD,nao confirmado,nao confirmado,TotPecas,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
MovEntSai,Lav\FILIAL\MovEntSai.DB,SaldoAnt,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,SaldoAnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovEntSai,Lav\FILIAL\MovEntSai.DB,SaldoAtu,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,SaldoAtu,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovIniCaixa,Lav\FILIAL\MovIniCaixa.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovItemSer,Lav\FILIAL\MovItemSer.DB,ValorTerc,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ValorTerc,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
MovPacot,Lav\FILIAL\MovPacot.DB,TotValPec,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TotValPec,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
MovPacot,Lav\FILIAL\MovPacot.DB,TotValLcto,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TotValLcto,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
MovSaidaItem,Lav\FILIAL\MovSaidaItem.DB,SaldoAnt,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,SaldoAnt,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovSaidaItem,Lav\FILIAL\MovSaidaItem.DB,SaldoAtu,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,SaldoAtu,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovTerCom,Lav\FILIAL\MovTerCom.DB,Comissao,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Comissao,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovVenItem,Lav\FILIAL\MovVenItem.DB,ValPro,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValPro,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovVenItem,Lav\FILIAL\MovVenItem.DB,ValMat,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValMat,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovVenItem,Lav\FILIAL\MovVenItem.DB,ValFaiCom,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValFaiCom,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotaFisPag,Lav\FILIAL\NotaFisPag.DB,ValNot,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValNot,Financeiro,nao confirmado,Financeiro,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NotaFisPag,Lav\FILIAL\NotaFisPag.DB,ValBasNot,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ValBasNot,Financeiro,nao confirmado,Financeiro,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NotaFisPag,Lav\FILIAL\NotaFisPag.DB,PorISS,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,PorISS,Financeiro,nao confirmado,Financeiro,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NotaFisPag,Lav\FILIAL\NotaFisPag.DB,ISS,System.Double,8,0,nao confirmado,.PX,nao confirmado,nao confirmado,ISS,Financeiro,nao confirmado,Financeiro,valor financeiro,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Notas,Lav\FILIAL\Notas.DB,ValNot,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,ValNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Notas,Lav\FILIAL\Notas.DB,ValBasNot,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,ValBasNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Notas,Lav\FILIAL\Notas.DB,BaseISS,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,BaseISS,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Notas,Lav\FILIAL\Notas.DB,ISS,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5,nao confirmado,nao confirmado,ISS,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
NotComp,Lav\FILIAL\NotComp.DB,ValComp,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValComp,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFis,Lav\FILIAL\NotFis.DB,ValNot,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFis,Lav\FILIAL\NotFis.DB,ValBasNot,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValBasNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFis,Lav\FILIAL\NotFis.DB,PorISS,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,PorISS,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFis,Lav\FILIAL\NotFis.DB,ISS,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ISS,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFisE,Lav\FILIAL\NotFisE.DB,ValNot,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValNot,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
OrcCab,Lav\FILIAL\OrcCab.DB,TotPecas,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA,nao confirmado,nao confirmado,TotPecas,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItem,Lav\FILIAL\OrcItem.DB,ValorTerc,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,ValorTerc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
OrcItemSer,Lav\FILIAL\OrcItemSer.DB,ValorTerc,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValorTerc,Movimentos/OS/ROL,nao confirmado,Movimentos/OS/ROL,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
AutoPecas,MAN\DADOS\AutoPecas.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
CompAutoPecas,MAN\DADOS\CompAutoPecas.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Equipam,MAN\DADOS\Equipam.DB,ValCompra,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValCompra,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovTrocas,MAN\DADOS\MovTrocas.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Valor,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
PrevisaoPag,PAG\FILIAL\PrevisaoPag.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TitGruLan,PAG\FILIAL\TitGruLan.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Valor,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Titulos,PAG\FILIAL\Titulos.DB,ValDev,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,ValDev,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
ClaManut,PEC\DADOS\ClaManut.DB,ValCusto,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValCusto,Nao classificado,nao confirmado,Nao classificado,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
FunCliRou,PEC\DADOS\FunCliRou.DB,IntAval,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,IntAval,Clientes,nao confirmado,Clientes,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
FunCliRou,PEC\DADOS\FunCliRou.DB,Valor,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.YG0;.YG1;.YG2;.YG3;.YG4,nao confirmado,nao confirmado,Valor,Clientes,nao confirmado,Clientes,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Boletos,REC\FILIAL\Boletos.DB,ValBol,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValBol,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
DupBoleto,REC\FILIAL\DupBoleto.DB,ValBoleto,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValBoleto,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,ValFat,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,ValFat,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,ValDup,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,Valor duplicata,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,ValDev,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,ValDev,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
Duplicat,REC\FILIAL\Duplicat.DB,Juros,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.XG4;.XG5;.XG6;.XG7;.XG8;.XG9;.XGA;.XGB;.YG0;.YG1;.YG2;.YG3;.YG4;.YG5;.YG6;.YG7;.YG8;.YG9;.YGA;.YGB,nao confirmado,nao confirmado,Juros,Financeiro,nao confirmado,Financeiro,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.XG4",alta,confirmado por schema
DupMotAlt,REC\FILIAL\DupMotAlt.DB,ValDup,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Valor duplicata,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
DupReaj,REC\FILIAL\DupReaj.DB,ValFinal,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValFinal,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFisFin,REC\FILIAL\NotFisFin.DB,ValNota,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValNota,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NotFisFin,REC\FILIAL\NotFisFin.DB,RecISS,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,RecISS,Configuracao/Admin,nao confirmado,Configuracao/Admin,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovSatCliOcor,SAT\FILIAL\MovSatCliOcor.DB,ValOcor,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValOcor,Notas/Fiscal,nao confirmado,Notas/Fiscal,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovSatCliPro,SAT\FILIAL\MovSatCliPro.DB,ValUnit,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValUnit,Notas/Fiscal,nao confirmado,Notas/Fiscal,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovSatCliPro,SAT\FILIAL\MovSatCliPro.DB,ValFinal,System.Double,8,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,ValFinal,Notas/Fiscal,nao confirmado,Notas/Fiscal,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
MovSatForOcor,SAT\FILIAL\MovSatForOcor.DB,ValOcor,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValOcor,Notas/Fiscal,nao confirmado,Notas/Fiscal,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
MovSatIntOcor,SAT\FILIAL\MovSatIntOcor.DB,ValOcor,System.Double,8,0,nao confirmado,.PX;.XG0;.XG1;.YG0;.YG1,nao confirmado,nao confirmado,ValOcor,Notas/Fiscal,nao confirmado,Notas/Fiscal,valor financeiro,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.YG0,.YG1",alta,confirmado por schema
