TelaOuMenu,Modulo,Acao,EntidadeInferida,TabelaConsulta,TabelaInsere,TabelaAltera,TabelaExclui,CampoMuda,LogGerado,RegraNegocio,PermissaoExigida,Evidencia,Status
RelEstoquenoCli1,LavSoft,consulta/abre tela,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelEstoquenoCli1,Nivel.DB/correlacao,confirmado por UI
RelEstoquenoCli1\,LavSoft,consulta/abre tela,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelEstoquenoCli1,Nivel.DB/correlacao,confirmado por UI
RelEstoquenoCli1Click,LavSoft,consulta/abre tela,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelEstoquenoCli1,Nivel.DB/correlacao,confirmado por UI
RelFatPrecos1,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelFatPrecos1,Nivel.DB/correlacao,confirmado por UI
RelFatPrecos1Click,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelFatPrecos1,Nivel.DB/correlacao,confirmado por UI
RelFatPrecos1Click#,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelFatPrecos1,Nivel.DB/correlacao,confirmado por UI
FC_RelFreCli.DS_Movimento,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RelFreCli1,Nivel.DB/correlacao,confirmado por UI
o resumida do tipo de entrega,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Resumida1,Nivel.DB/correlacao,confirmado por UI
Filtros - Rols Cancelados/Datas,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RolsCancelados1,Nivel.DB/correlacao,confirmado por UI
o rols cancelados ou n,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RolsCancelados1,Nivel.DB/correlacao,confirmado por UI
Rols Cancelados,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RolsCancelados1,Nivel.DB/correlacao,confirmado por UI
Rols Cancelados:,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RolsCancelados1,Nivel.DB/correlacao,confirmado por UI
RolsCancelados1,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,RolsCancelados1,Nivel.DB/correlacao,confirmado por UI
9Mensagem no final do rol com qde. total de rols em aberto,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROLsemAberto1,Nivel.DB/correlacao,confirmado por UI
Filtra apenas os Rols em Aberto,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROLsemAberto1,Nivel.DB/correlacao,confirmado por UI
Processando...Rols em Aberto,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROLsemAberto1,Nivel.DB/correlacao,confirmado por UI
ROLs em Aberto,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROLsemAberto1,Nivel.DB/correlacao,confirmado por UI
Rols em Aberto - Detalhado,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROLsemAberto1,Nivel.DB/correlacao,confirmado por UI
Filtros - Rols Pagos,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROlsPagos1,Nivel.DB/correlacao,confirmado por UI
ROLs Pagos,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROlsPagos1,Nivel.DB/correlacao,confirmado por UI
ROlsPagos1,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROlsPagos1,Nivel.DB/correlacao,confirmado por UI
ROlsPagos1(,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROlsPagos1,Nivel.DB/correlacao,confirmado por UI
ROlsPagos1Click,LavSoft,financeiro/fechamento,Financeiro,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,ROlsPagos1,Nivel.DB/correlacao,confirmado por UI
SaldoControleEntrada1,LavSoft,inclusao,Estoque,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SaldoControleEntrada1,Nivel.DB/correlacao,confirmado por UI
SaldoControleEntrada1Click,LavSoft,inclusao,Estoque,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SaldoControleEntrada1,Nivel.DB/correlacao,confirmado por UI
"and (M.SitRol="""")",LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SitRol,Nivel.DB/correlacao,confirmado por UI
"and (M.SitRol=""P"")",LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SitRol,Nivel.DB/correlacao,confirmado por UI
"and (not (M.SitRol=""P""))",LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SitRol,Nivel.DB/correlacao,confirmado por UI
"and (not M.SitRol=""P"")",LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SitRol,Nivel.DB/correlacao,confirmado por UI
"and (not(M.SitRol=""P""))",LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SitRol,Nivel.DB/correlacao,confirmado por UI
SituacaodoRols1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SituacaodoRols1,Nivel.DB/correlacao,confirmado por UI
SituacaodoRols1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,SituacaodoRols1,Nivel.DB/correlacao,confirmado por UI
digo da Tabela de Preco,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TabeladePreco1,Nivel.DB/correlacao,confirmado por UI
Tabela de Preco,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TabeladePreco1,Nivel.DB/correlacao,confirmado por UI
TabeladePreco1,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TabeladePreco1,Nivel.DB/correlacao,confirmado por UI
TabeladePreco1(,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TabeladePreco1,Nivel.DB/correlacao,confirmado por UI
TabeladePreco1Click,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TabeladePreco1,Nivel.DB/correlacao,confirmado por UI
C:\Equipexe\Grids\MOVIMENTODETERCEIRIZACAO,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Terceirizacao1,Nivel.DB/correlacao,confirmado por UI
C:\Equipexe\Grids\TERCEIRIZACAO,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Terceirizacao1,Nivel.DB/correlacao,confirmado por UI
C:\Equipexe\Grids\TERCEIRIZACAOBAIXAPARCIAL,LavSoft,financeiro/fechamento,Nao classificado,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Terceirizacao1,Nivel.DB/correlacao,confirmado por UI
CancelaTerceirizacaoAut,LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Terceirizacao1,Nivel.DB/correlacao,confirmado por UI
FECHAMENTO TERCEIRIZACAO,LavSoft,financeiro/fechamento,Nao classificado,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Terceirizacao1,Nivel.DB/correlacao,confirmado por UI
TiposdeDescontos1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeDescontos1,Nivel.DB/correlacao,confirmado por UI
TiposdeDescontos1`,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeDescontos1,Nivel.DB/correlacao,confirmado por UI
TiposdeDescontos1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeDescontos1,Nivel.DB/correlacao,confirmado por UI
"3|Tipos de Entrada (Retira, Entrega, Delivery e Etc)",LavSoft,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeEntrada1,Nivel.DB/correlacao,confirmado por UI
Cadastro de Tipos de Entrada,LavSoft,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeEntrada1,Nivel.DB/correlacao,confirmado por UI
digo do Tipos de Entrada,LavSoft,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeEntrada1,Nivel.DB/correlacao,confirmado por UI
Filtros - Relaciona apenas se for usar o Grupo de Tipos de Entradas,LavSoft,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeEntrada1,Nivel.DB/correlacao,confirmado por UI
Filtros - Tipos de entrada,LavSoft,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeEntrada1,Nivel.DB/correlacao,confirmado por UI
TiposdeServico1,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeServico1,Nivel.DB/correlacao,confirmado por UI
TiposdeServico1Click,LavSoft,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TiposdeServico1,Nivel.DB/correlacao,confirmado por UI
Transporte por Nota,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TransporteporNota1,Nivel.DB/correlacao,confirmado por UI
TransporteporNota1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TransporteporNota1,Nivel.DB/correlacao,confirmado por UI
TransporteporNota1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,TransporteporNota1,Nivel.DB/correlacao,confirmado por UI
'S:\BaseTestes\Usuarios\Carlos\Ger\Dados,LavSoft,consulta/abre tela,Usuarios/Permissoes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Usuarios1,Nivel.DB/correlacao,confirmado por UI
"\Usuarios"" Where (Not(Cancelado=""S""))",LavSoft,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Usuarios1,Nivel.DB/correlacao,confirmado por UI
+s:\basetestes\usuarios\guilherme\lav\filial,LavSoft,consulta/abre tela,Usuarios/Permissoes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Usuarios1,Nivel.DB/correlacao,confirmado por UI
c_Usuarios,LavSoft,consulta/abre tela,Usuarios/Permissoes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Usuarios1,Nivel.DB/correlacao,confirmado por UI
c_UsuariosAv,LavSoft,consulta/abre tela,Usuarios/Permissoes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,Usuarios1,Nivel.DB/correlacao,confirmado por UI
VoltarRolaProduo1,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,VoltarRolaProduo1,Nivel.DB/correlacao,confirmado por UI
VoltarRolaProduo10,LavFacilLan,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,VoltarRolaProduo1,Nivel.DB/correlacao,confirmado por UI
VoltarRolaProduo1,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,VoltarRolaProduo1,Nivel.DB/correlacao,confirmado por UI
VoltarRolaProduo1$,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,VoltarRolaProduo1,Nivel.DB/correlacao,confirmado por UI
VoltarRolaProduo1Click,LavSoft,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,VoltarRolaProduo1,Nivel.DB/correlacao,confirmado por UI
&Cadastros,Estoque,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
Notas N On (M.NumNot = N.NumNot) or (M.NumNotAdi = N.NumNot),Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
Cliente:,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
- Produto:,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
[ Grupo de Produtos - Flexivel ],Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
| Estoque:,Estoque,consulta/abre tela,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
|Grupo em que pertence o cliente,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"b.RDB$TYPE_NAME IN ('RELATION', 'VIEW',",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
cadastrado em outro cliente.,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
Cadastros foram ajustados,Estoque,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
CancelamentodoEncerramento1Click,Estoque,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
deseja imprimir o relat,Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
do cadastro de clientes todos os e-mails relacionados no arquivo,Estoque,inclusao,Clientes,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"I.RDB$INDEX_NAME, I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG,",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
I.RDB$RELATION_NAME = ',Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
marcado para entrada posterior no estoque,Estoque,inclusao,Produtos/Servicos,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
Movimentos|Movimentos de Estoque,Estoque,consulta/abre tela,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"ORDER BY a.RDB$RELATION_NAME, a.RDB$FIELD_POSITION",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"ORDER BY a.RDB$RELATION_NAME, a.RDB$PRIVILEGE",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"ORDER BY a.RDB$RELATION_NAME, b.RDB$FIELD_NAME",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"ORDER BY RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"ORDER BY RELC_PRIM.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_POSITION",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"preenchido com a chave de acesso da NF-e precedida do literal ""NFe""",Estoque,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
SB_ImportaClienteFidelidadeClick,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"SELECT a.RDB$RELATION_NAME, a.RDB$FIELD_NAME, a.RDB$FIELD_POSITION, a.RDB$NULL_FLAG, a.RDB$DEFAULT_VALUE, b. RDB$FIELD_LENGTH, b.RDB$FIELD_SCALE, c.RDB$TYPE_NAME, b.RDB$FIELD_TYPE, b.RDB$FIELD_SUB_TYPE, b.RDB$DESCRIPTION, b.RDB$CHARACTER_LE",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"SELECT I.RDB$RELATION_NAME, I.RDB$UNIQUE_FLAG, I.RDB$INDEX_NAME, ISGMT.RDB$FIELD_POSITION,",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"SELECT null as TABLE_CAT, null as TABLE_SCHEM, a.RDB$RELATION_NAME as TABLE_NAME, b.RDB$FIELD_NAME as COLUMN_NAME, b.RDB$FIELD_POSITION+1 as KEY_SEQ, a.RDB$INDEX_NAME as PK_NAME FROM RDB$RELATION_CONSTRAINTS a JOIN RDB$INDEX_SEGMENTS b ON (",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"SELECT RC_PRIM.RDB$RELATION_NAME, IS_PRIM.RDB$FIELD_NAME, RC_FOR.RDB$RELATION_NAME, IS_FOR.RDB$FIELD_NAME, IS_FOR.RDB$FIELD_POSITION, REFC_PRIM.RDB$UPDATE_RULE, REFC_PRIM.RDB$DELETE_RULE, RC_FOR.RDB$CONSTRAINT_NAME, RC_PRIM.RDB$CONSTRAINT_N",Estoque,relatorio/impressao,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
-Cliente:,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
-EParserDuplicate_Notation_On_Element_Type_Err,Estoque,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
-Estoque:,Estoque,consulta/abre tela,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
-Produto:,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
:\EquipExe\EquSat,Estoque,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
:\EquipExe\EquSat.Ini,Estoque,consulta/abre tela,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
":Clientes""",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
":Clientes"" C",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
!Importar Dados Cliente Fidelidade,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
.Consulta|Consulta a Transportadora selecionada,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"""Clientes"" C",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"""EParserDuplicate_Notation_Decl_Err",Estoque,consulta/abre tela,Financeiro,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
(Consulta|Consulta do produto selecionado,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
(Encerramento|Faz Encerramento do estoque,Estoque,financeiro/fechamento,Estoque,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
)C_CadastroPromo,Estoque,inclusao,Nao classificado,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
)Desmarca o Produto no Controle de Limites,Estoque,consulta/abre tela,Produtos/Servicos,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
)Relatorio de controle de saida do estoque,Estoque,relatorio/impressao,Estoque,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
[ Cliente Controla Entrada ],Estoque,inclusao,Clientes,a validar,a validar,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
*Cliente,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
*S:\basetestes\usuarios\guilherme\GER\DADOS,Estoque,consulta/abre tela,Usuarios/Permissoes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
/EmitNotaFiscal_MC,Estoque,relatorio/impressao,Notas/Fiscal,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
\Clientes,Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"\Clientes.db"" C",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"\Clientes""",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"\Clientes"" C",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"\Clientes"" Where CgcCli ='",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
"\Clientes"" Where CPFCli ='",Estoque,consulta/abre tela,Clientes,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
\rcliente.txt,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
&Altera Produto,Estoque,alteracao,Nao classificado,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
&Cancelamento,Estoque,cancelamento/exclusao,Ocorrencias/Auditoria,a validar,,a validar,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
&Consulta,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
&Procura Produtos,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
&Produtos,Estoque,consulta/abre tela,Nao classificado,a validar,,,a validar; preferir cancelamento logico,a validar,a validar,a validar por fluxo dinamico,a validar,strings executaveis,confirmado por UI
