"Executavel","Categoria","Texto"
"Estoque","fiscal","ConfigNFe"
"Estoque","fiscal","ConfigNFeClick"
"Estoque","outro","Confirma Cancelamento"
"Estoque","outro","Confirma cancelamento do pacote."
"Estoque","outro","Confirma Cancelamento?"
"Estoque","fiscal","Confirma Desativar o Cliente"
"Estoque","cadastro","Confirma o cancelamento do Clientes"
"Estoque","cadastro","Confirma o Estorno do cancelamento do Cliente"
"Estoque","fiscal","ConfNFe"
"Estoque","fiscal","ConfNFe_FM"
"Estoque","fiscal","Continua na Nota "
"Estoque","operacional","Control"
"Estoque","operacional","Control count underflow on ReleaseControl"
"Estoque","operacional","Controla"
"Estoque","operacional","CONTROLA ENTRADA"
"Estoque","operacional","Controla Por"
"Estoque","operacional","CONTROLA SA"
"Estoque","operacional","CONTROLAINI"
"Estoque","operacional","ControlaPor"
"Estoque","autenticacao/permissao","ControlaSenha"
"Estoque","operacional","ControlaTab"
"Estoque","operacional","ControlData"
"Estoque","operacional","controle"
"Estoque","operacional","CONTROLE DE PEDIDOS"
"Estoque","operacional","Controle de sa"
"Estoque","operacional","Controle de Saida do Estoque"
"Estoque","operacional","Controle: "
"Estoque","operacional","ControlEnt"
"Estoque","operacional","CONTROLEPONTO1"
"Estoque","operacional","Controles das Tabelas"
"Estoque","operacional","Controller"
"Estoque","operacional","ControllerBand"
"Estoque","operacional","ControlOfs%.8X%.8X"
"Estoque","operacional","Controls"
"Estoque","operacional","Controls0"
"Estoque","fiscal","CorSatCla"
"Estoque","fiscal","CorSatClaF"
"Estoque","menu","CreateMenu"
"Estoque","menu","CreatePopupMenu"
"Estoque","operacional","da de estoque manual"
"Estoque","outro","Data do Cancelamento"
"Estoque","operacional","Data Lookup Security Controller"
"Estoque","outro","DataFieldCancelBtn"
"Estoque","outro","DataFieldCancelBtnClick"
"Estoque","fiscal","DatAnota"
"Estoque","outro","dbcancel"
"Estoque","financeiro","DBG_BancoCaixa"
"Estoque","cadastro","DBG_Cadastros"
"Estoque","cadastro","DBG_CadastrosDblClick"
"Estoque","cadastro","DBG_CadastrosKeyPress"
"Estoque","autenticacao/permissao","DBLCB_CodUsuario"
"Estoque","autenticacao/permissao","DBLCB_CodUsuario("
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioDropDown"
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioEnter"
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioExit"
"Estoque","autenticacao/permissao","DBLCB_CodUsuarioKeyPress"
"Estoque","operacional","DBLCB_Estoque"
"Estoque","operacional","DBLCB_Estoque`"
"Estoque","operacional","DBLCB_EstoqueChange"
"Estoque","operacional","DBLCB_EstoqueChange%"
"Estoque","autenticacao/permissao","DBLCB_ResUsuario"
"Estoque","autenticacao/permissao","DBLCB_ResUsuarioExit"
"Estoque","operacional","DBT_Estoque"
"Estoque","operacional","DBT_Estoque<"
"Estoque","menu","DeleteMenu"
"Estoque","fiscal","DesAnota"
"Estoque","fiscal","Desativa-F2"
"Estoque","fiscal","Desativado"
"Estoque","fiscal","Desativado = "
"NFE","operacional","        name=""Microsoft.Windows.Common-Controls"""
"NFE","fiscal"," Nota Pag."
"NFE","operacional",":TWinControl.:1"
"NFE","operacional",":TWinControl.:2"
"NFE","operacional","!TScrollBarStyleHook.TScrollWindow`"
"NFE","operacional","!TScrollBarStyleHook.TScrollWindow6"
"NFE","operacional","!TScrollingStyleHook.TScrollWindow"
"NFE","operacional","!TScrollingStyleHook.TScrollWindow6"
"NFE","fiscal","'UdfNfe"
"NFE","menu","(:TFormStyleHook.TMainMenuBarStyleHook.:1"
"NFE","menu","(Vcl.Menus"
"NFE","fiscal","]FM_Gera_NFE"
"NFE","operacional","*TMouseTrackControlStyleHook.TMousePosition"
"NFE","outro","&Cancela emiss"
"NFE","autenticacao/permissao","|Senha do usu"
"NFE","fiscal","$""S:\EquipExe\Lav\Filial\notas.db"" N,"
"NFE","menu","$TFormStyleHook.TMainMenuBarStyleHook<5T"
"NFE","menu","$TFormStyleHook.TMainMenuBarStyleHook8"
"NFE","menu","1TFormStyleHook.TMainMenuBarStyleHook.TMenuBarItem"
"NFE","fiscal","2 - Nota Fiscal Sem ISS Retido"
"NFE","operacional","AControl"
"NFE","operacional","ActiveControl"
"NFE","operacional","ActiveControld"
"NFE","operacional","ActiveControlX$I"
"NFE","operacional","ActiveOleControl"
"NFE","operacional","AFaultRole"
"NFE","outro","AfterCanceltNW"
"NFE","operacional","AfterScrolltNW"
"NFE","operacional","AllowWinControls"
"NFE","menu","AMenuItem"
"NFE","menu","ATrackMenu"
"NFE","operacional","AutoScroll"
"NFE","outro","BeforeCanceltNW"
"NFE","operacional","BeforeScrolltNW"
"NFE","menu","biSystemMenu"
"NFE","outro","bkCancel"
"NFE","outro","Bt_CancelaAdito"
"NFE","outro","Bt_CancelaAditoClick"
"NFE","outro","C - Cancelado"
"NFE","autenticacao/permissao","c_DigitaSenha"
"NFE","operacional","CacheControl"
"NFE","outro","Cancel"
"NFE","outro","Cancela Lote"
"NFE","outro","CancelaBauru"
"NFE","outro","CancelaBauru'"
"NFE","outro","Cancelado"
"NFE","outro","CancelaemissodoArquivo1"
"NFE","outro","CancelaemissodoArquivo1("
"NFE","outro","CancelaemissodoArquivo1Click"
"NFE","fiscal","Cancelamento Nota"
"NFE","fiscal","CancelamentoNota1"
"NFE","fiscal","CancelamentoNota1Click"
"NFE","fiscal","CancelamentoNota1p"
"NFE","fiscal","CancelarNota"
"NFE","outro","CancelButton"
"NFE","outro","CancelDispatch"
"NFE","outro","CancelEvent"
"NFE","outro","CancelHint"
"NFE","outro","CancellingX"
"NFE","outro","CancelRange"
"NFE","outro","CancelUpdates"
"NFE","fiscal","CancNFEIndiv"
"NFE","fiscal","CB_TipoNota"
"NFE","outro","cbCANCELQRY"
"NFE","operacional","ccBidiControl"
"NFE","operacional","ccJoinControl"
"NFE","operacional","ccOtherControl"
"NFE","menu","CheckBtnMenuDropDown"
"NFE","menu","CheckMenuItem"
"NFE","operacional","ChildControl"
"NFE","operacional","CkBx_EnviaItensRol"
"NFE","menu","clMenuBar"
"NFE","menu","CloseMenu"
"NFE","fiscal","ComponentPlatformsAttribute"
"NFE","fiscal","ComponentPlatformsAttribute9"
"NFE","outro","Considera RPS Cancelados"
"NFE","fiscal","ConsultarNotaPrestador"
"NFE","fiscal","ConsultarNotaValida"
"NFE","operacional","ContainsControl"
"NFE","operacional","Control"
"NFE","operacional","ControlAtPos"
"NFE","operacional","ControlClass"
"NFE","operacional","ControlCountX"
"NFE","operacional","ControlDestroyed"
"NFE","operacional","Controle"
"NFE","operacional","ControlHeight"
"NFE","operacional","ControlIndex"
"NFE","operacional","ControlLeft"
"NFE","operacional","Controller"
"NFE","operacional","ControlName"
"NFE","operacional","Controls"
"NFE","operacional","ControlsDisabled"
"NFE","operacional","ControlSide"
"NFE","operacional","ControlState"
"NFE","operacional","ControlStyleHfI"
"NFE","operacional","ControlTop"
"NFE","operacional","ControlWidth"
"NFE","operacional","ControlWnd"
"NFE","menu","CreateMenu"
"NFE","menu","CreateMenuItem"
"NFE","operacional","CreateParentedControl"
"NFE","menu","CreatePopupMenu"
"NFE","operacional","csAcceptsControls"
"NFE","menu","csMenuEvents"
"NFE","fiscal","DadosCancelaNota"
"NFE","fiscal","DadosConsultaNota"
"NFE","fiscal","DadosNota"
"NFE","cadastro","DBG_Cadastros"
"NFE","cadastro","DBG_CadastrosDblClick"
"NFE","cadastro","DBG_CadastrosKeyPress"
"NFE","operacional","deDataSetScroll"
"NFE","operacional","DefocusControl"
"NFE","menu","DeleteMenu"
"NFE","operacional","deParentScroll"
"NFE","menu","DestroyMenu"
"NFE","outro","dgCancelOnExit"
"NFE","operacional","DisableControls"
"NFE","menu","DoIterateMenus"
"NFE","fiscal","dowSaturday"
"NFE","operacional","DrawControlText"
"NFE","operacional","DrawFrameControl"
"NFE","menu","DrawMenuBar"
"NFE","operacional","DropControl"
"NFE","menu","DropDownMenu"
"NFE","operacional","DropOnControl"
"NFE","cadastro","DS_Cadastro"
"NFE","fiscal","DS_Nfe"
"NFE","fiscal","DS_Nota"
"NFE","fiscal","DS_Nota<"
"NFE","operacional","EControlC"
"NFE","operacional","EControlC$"
"NFE","autenticacao/permissao","Ed_Senha"
"NFE","autenticacao/permissao","Ed_SenhaKeyPress"
"NFE","menu","EMenuError"
"NFE","menu","EMenuError\"
"NFE","fiscal","EmiteNotaPoliContabilidade"
"NFE","operacional","EnableControls"
"NFE","menu","EnableMenuItem"
"NFE","operacional","EnableScrollBar"
"NFE","menu","EndMenu"
"NFE","operacional","Envia Itens do Rol"
"NFE","operacional","Estoque"
"NFE","operacional","etControlC"
"NFE","operacional","FActiveControl"
"NFE","operacional","FActiveOleControl"
"NFE","outro","FAfterCancel"
"NFE","operacional","FAfterScroll"
"NFE","operacional","FAlignControlList"
"NFE","fiscal","FAnnotation"
"NFE","fiscal","FAnnotations"
"NFE","operacional","FaultRole"
"NFE","operacional","FAutoScroll"
"NFE","outro","FBeforeCancel"
"NFE","operacional","FBeforeScroll"
"NFE","operacional","FBtnControl"
"NFE","autenticacao/permissao","FC_DigSenha"
"NFE","outro","FCancel"
"NFE","outro","FCancelDispatching"
"NFE","outro","FCancelling"
"NFE","operacional","FChildControl"
"NFE","operacional","FControl"
"NFE","operacional","FController"
"NFE","operacional","FControls"
"NFE","operacional","FControlState"
"NFE","operacional","FControlStyle"
"NFE","operacional","FDBLookupControl"
"NFE","menu","FDropDownMenu"
"NFE","operacional","FDropOnControl"
"NFE","operacional","FFaultRole"
"NFE","operacional","FFocusControl"
"NFE","operacional","FFocusedControl"
"NFE","operacional","FHintControl"
"NFE","operacional","FHorzScrollBar"
"NFE","operacional","FHorzScrollWnd"
"NFE","operacional","FindChildControl"
"NFE","operacional","FInitingScrollBars"
"NFE","menu","FInMenuLoop"
"NFE","operacional","FIsControl"
"NFE","operacional","FLastActiveControl"
"NFE","operacional","FLatestHintControl"
"NFE","operacional","FlatSB_GetScrollInfo"
"NFE","operacional","FlatSB_GetScrollPos"
"NFE","operacional","FlatSB_SetScrollInfo"
"NFE","operacional","FlatSB_SetScrollPos"
"NFE","operacional","FlatSB_SetScrollProp"
"NFE","fiscal","FM_Gera_NFE"
"NFE","menu","FMainMenuBarHook"
"NFE","menu","FMDIChildSysMenuActive"
"NFE","menu","FMDIChildSystemMenuTracking"
"NFE","operacional","FMDIHorzScrollBar"
"NFE","operacional","FMDIScrollSizeBox"
"NFE","operacional","FMDIStopHorzScrollBar"
"NFE","operacional","FMDIStopVertScrollBar"
"NFE","operacional","FMDIVertScrollBar"
"NFE","menu","FMenu"
"NFE","menu","FMenuActive"
"NFE","menu","FMenuAnimation"
"NFE","menu","FMenuFont"
"NFE","menu","FMenuHook"
"NFE","menu","FMenuImage"
"NFE","menu","FMenuItem"
"NFE","menu","FMenuPosition"
"NFE","menu","FMenuPush"
"NFE","menu","FMenuTracking"
"NFE","operacional","FMouseControl"
"NFE","operacional","FMouseInControl"
"NFE","menu","FMouseInMainMenu"
"NFE","menu","FMustActivateMDIChildSysMenu"
"NFE","menu","FMustActivateMenuItem"
"NFE","menu","FMustActivateSysMenu"
"NFE","fiscal","Fnota"
"NFE","fiscal","FNotationDefs"
"NFE","fiscal","FNotations"
"NFE","menu","FObjectMenuItem"
"NFE","operacional","FocusControl"
"NFE","operacional","FOldHorzSrollBarPosition"
"NFE","operacional","FOldVertSrollBarPosition"
"NFE","menu","FOle2Menu"
"NFE","operacional","FOnActiveControlChange"
"NFE","operacional","FOnScroll"
"NFE","operacional","FPageControl"
"NFE","operacional","FPopupControlWnd"
"NFE","menu","FPopupMenu"
"NFE","operacional","FPrevScrollPos"
"NFE","relatorio/impressao","FRelativeSizes"
"NFE","outro","FRightClickCancels"
"NFE","fiscal","FrmCadastroNfe"
"NFE","operacional","FSaveScrollWidth"
"NFE","operacional","FScrollBars"
"NFE","operacional","FScrollLines"
"NFE","operacional","FScrollLinesMessage"
"NFE","operacional","FScrollOpposite"
"NFE","operacional","FScrollPos"
"NFE","operacional","FScrollWnd"
"NFE","autenticacao/permissao","Fsenha"
"NFE","fiscal","FStatusNFe"
"NFE","menu","FSubMenuImages"
"NFE","menu","FSysMenuActive"
"NFE","menu","FSysMenuButtonRect"
"NFE","menu","FSystemMenuTracking"
"NFE","operacional","FTabControl"
"NFE","operacional","FTouchControl"
"NFE","operacional","FUpdatingScrollBars"
"NFE","operacional","FVertScrollBar"
"NFE","operacional","FVertScrollWnd"
"NFE","operacional","FVisualControl"
"NFE","operacional","FWinControls"
"NFE","menu","FWindowMenu"
"NFE","fiscal","GB_DadosNfe"
"NFE","fiscal","GB_DadosNfe8"
"NFE","fiscal","Gera Nota com Desconto"
"NFE","fiscal","GerarNota"
"NFE","operacional","GetControl"
"NFE","operacional","GetControlsAlignment"
"NFE","menu","GetMenu"
"NFE","menu","GetMenuHeight"
"NFE","menu","GetMenuItemCount"
"NFE","menu","GetMenuItemID"
"NFE","menu","GetMenuItemInfoW"
"NFE","menu","GetMenuState"
"NFE","menu","GetMenuStringW"
"NFE","menu","GetParentMenu"
"NFE","operacional","GetScrollBarInfo"
"NFE","operacional","GetScrollInfo"
"NFE","operacional","GetScrollPos"
"NFE","operacional","GetScrollRange"
"NFE","menu","GetSubMenu"
"NFE","menu","GetSystemMenu"
"NFE","operacional","GetTabControlList"
"NFE","operacional","HidingControl"
"NFE","operacional","HintControl"
"NFE","menu","HMENU"
"NFE","operacional","HorzScrollBar"
"NFE","operacional","HorzScrollBar.Visible"
"NFE","fiscal","IDOMNotationhL`"
"NFE","operacional","IJvExControl"
"NFE","autenticacao/permissao","Im_Senha"
"NFE","operacional","InitCommonControls"
"NFE","menu","InMenuLoop"
"NFE","operacional","InsertControl"
"NFE","menu","InsertMenuItemW"
"NFE","menu","InsertMenuW"
"NFE","operacional","IntersectsControl"
"NFE","operacional","IsScrollBarVisible"
"NFE","fiscal","IXMLAnnotatedItem`o`"
"NFE","fiscal","IXMLAnnotation`o`"
"NFE","fiscal","IXMLAnnotationItems,_`"
"NFE","fiscal","IXMLDOMNotation"
"NFE","fiscal","IXMLNotation"
"NFE","fiscal","IXMLNotationDefs"
"NFE","operacional","JvExControls"
"NFE","autenticacao/permissao","Lb_TitSenha"
"NFE","operacional","Led_Controle"
"NFE","menu","MainMenu1"
"NFE","menu","Menu_Principal"
"NFE","menu","Menu1"
"NFE","menu","Menu2"
"NFE","menu","MenuActive"
"NFE","menu","MenuAnimation"
"NFE","menu","MenuEnter"
"NFE","menu","MenuFlag"
"NFE","menu","MenuFont"
"NFE","menu","MenuGeral"
"NFE","menu","MenuIndex"
"NFE","menu","MenuItem"
"NFE","menu","MenuPosition"
"NFE","menu","Menuten"
"NFE","menu","Menuteno1"
"NFE","menu","MouseInMainMenu"
"NFE","fiscal","MSAttribute"
"NFE","fiscal","MSNotation"
"NFE","relatorio/impressao","multipart/related"
"NFE","menu","MustActivateMDIChildSysMenu"
"NFE","menu","MustActivateMenuItem"
"NFE","menu","MustActivateSysMenu"
"NFE","fiscal","ntNotation"
"NFE","fiscal","o Ginfes"
"NFE","fiscal","o Municipal (Nota tipo NFSe)"
"NFE","menu","ObjectMenuItem"
"NFE","operacional","ObterErroLote"
"NFE","fiscal","ObterNotaRetorno"
"NFE","operacional","OnActiveControlChangeP"
"NFE","operacional","OnScroll"
"NFE","operacional","PageControl"
"NFE","operacional","Pago - Estoque"
"NFE","fiscal","piSeqNFE"
"NFE","fiscal","Pm_ConsultaNFE"
"NFE","fiscal","Pm_ConsultaNFE$"
"NFE","fiscal","Pn_Inferior"
"NFE","operacional","Pn_Rolagem"
"NFE","operacional","Pn_RolagemResize"
"NFE","menu","PopulateOle2Menu"
"NFE","operacional","PopupControlWnd"
"NFE","menu","PopupMenu"
"NFE","menu","PopupMenu1"
"NFE","menu","ProcessMenuChar"
"NFE","menu","ProcessMenuLoop"
"NFE","cadastro","Procura de Cadastro"
"NFE","operacional","psControle"
"NFE","operacional","RegisterControl"
"NFE","relatorio/impressao","Relationship"
"NFE","operacional","RemoveControl"
"NFE","menu","RemoveMenu"
"NFE","operacional","ReplaceDockedControl"
"NFE","fiscal","RetornoNota"
"NFE","fiscal","RG_TipoNota"
"NFE","fiscal","RG_TipoNota4"
"NFE","fiscal","RG_TipoNotaClick"
"NFE","outro","RightClickCancels"
"NFE","operacional","Rollback"
"NFE","operacional","RollbackFreeAndNil"
"NFE","operacional","RollbackIncompleteFreeAndNil"
"NFE","cadastro","RPSs que estiverem com cadastros incompletos n"
"NFE","outro","SB_Cancela"
"NFE","outro","SB_CancelaClick"
"NFE","outro","SB_CancelaPacote"
"NFE","outro","SB_CancelaPacoteClick"
"NFE","outro","SB_Cancelar"
"NFE","outro","SB_CancelarClick"
"NFE","operacional","Sb_RolagemBaixo"
"NFE","operacional","Sb_RolagemBaixoClick"
"NFE","operacional","Sb_RolagemCima"
"NFE","operacional","Sb_RolagemCimaClick"
"NFE","operacional","scEndScroll"
"SAT","outro","        Baixa Cancelada"
"SAT","fiscal","       And (CodSatCla="""
"SAT","outro","       And (not(M.Cancelado=""S"")) "
"SAT","fiscal","       And (not(M.CodSatSit=""B"")) "
"SAT","fiscal","       And M.CodSatTipS="""
"SAT","fiscal","       And M.SatPara="""
"SAT","autenticacao/permissao","     ((S.CodUsuarioResp="""
"SAT","cadastro","     &Cadastros"
"SAT","operacional","   - Sem Controle"
"SAT","outro","  And (not(C.Cancelado='S'))"
"SAT","autenticacao/permissao"," - Usuario: "
"SAT","autenticacao/permissao"," and    (C.ResUsuario="""
"SAT","outro"," and    (F.Cancelado="""")"
"SAT","outro"," and    (F.Cancelado=""C"")"
"SAT","outro"," and    (F.Cancelado=""S"")"
"SAT","outro"," and    (I.Cancelado="""")"
"SAT","outro"," and    (I.Cancelado=""C"")"
"SAT","outro"," and    (I.Cancelado=""S"")"
"SAT","fiscal"," and    (M.CodSatCla="""
"SAT","fiscal"," and    (M.CodSatSit="""
"SAT","fiscal"," and    (M.CodSatSubC="""
"SAT","fiscal"," and    (M.CodSatTip="""
"SAT","fiscal"," and    (M.CodSatTipS="""
"SAT","autenticacao/permissao"," and    (M.CodUsuario="""
"SAT","fiscal"," and    (M.SatPara="""
"SAT","autenticacao/permissao"," and    I.CodUsuario="""
"SAT","fiscal"," And   (M.CodSatSit="""
"SAT","fiscal"," And   (M.SatPara="""
"SAT","fiscal"," And   (not(M.CodSatSit="""
"SAT","outro"," and ((not (M.Cancelado=""S"")) or (M.Cancelado is Null))"
"SAT","fiscal"," and ((not (M.CodSatTip=""X"")) or (M.CodSatTip is Null))"
"SAT","fiscal"," and ((not(M.CodSatTip="""
"SAT","outro"," and (C.Cancelado="""")"
"SAT","outro"," and (C.Cancelado=""C"")"
"SAT","outro"," and (C.Cancelado=""S"")"
"SAT","fiscal"," and (C.Desativado=""S"")"
"SAT","autenticacao/permissao"," and (C.ResUsuario="""
"SAT","autenticacao/permissao"," And (CodUsuario="""
"SAT","outro"," and (I.Cancelado="""")"
"SAT","outro"," and (I.Cancelado=""C"")"
"SAT","outro"," and (I.Cancelado=""S"")"
"SAT","fiscal"," and (I.Desativado=""C"")"
"SAT","fiscal"," and (I.Desativado=""S"")"
"SAT","outro"," and (not (M.Cancelado=""S""))"
"SAT","fiscal"," and (not (M.CodSatTip=""X""))"
"SAT","fiscal"," and (not(C.Desativado=""S""))"
"SAT","fiscal"," And (S.CodSat="""
"SAT","autenticacao/permissao"," And (S.CodUsuario="""
"SAT","autenticacao/permissao"," And (S.ResUsuario="""
"SAT","autenticacao/permissao"," And (Z.CodUsuario="""
"SAT","fiscal"," And (Z.SatPara="""
"SAT","autenticacao/permissao"," AUDITANDO USUARIO "
"SAT","outro"," Cancelada"
"SAT","cadastro"," considerado a data do cadastro do mesmo"
"SAT","relatorio/impressao"," deseja imprimir o relat"
"SAT","fiscal"," do SAT"
"SAT","outro"," foi Cancelada"
"SAT","cadastro"," IndividualAjustedeCadastro1Click"
"SAT","cadastro"," IndividualAjustedeCadastro1Click"""
"SAT","fiscal"," Or (M.CodSatTipS="""
"SAT","autenticacao/permissao"," order By Y.NomCli,Z.CodUsuarioMel"
"SAT","autenticacao/permissao"," order By Z.CodSistema,Z.CodUsuarioMel"
"SAT","autenticacao/permissao"," order By Z.CodUsuarioMel"
"SAT","fiscal"," order By Z.SatPara,Y.Nom"
"SAT","fiscal"," order By Z.SatPara,Z.CodOcorCla"
"SAT","fiscal"," order By Z.SatPara,Z.CodOcorSubC"
"SAT","fiscal"," order By Z.SatPara,Z.DatLan"
"SAT","fiscal"," order By Z.SatPara,Z.DatPrevSol"
"SAT","fiscal"," order By Z.SatPara,Z.SeqOcor"
"SAT","fiscal"," Qry_AlertaCodSatTip.DisplayWidth"
"SAT","fiscal"," SAT - "
"SAT","autenticacao/permissao"," Select CodUsuario From """
"SAT","autenticacao/permissao"," Select CodUsuario From "":"
"SAT","outro"," Where (not (M.Cancelado=""S""))"
"SAT","outro"," Where (not (M.Cancelado=""S"")) And "
"SAT","fiscal"," X Where ((not(Desativado=""S"")) or (Desativado is null)) "
"SAT","outro"," X Where (Cancelado="""") or (Cancelado is null)"
"SAT","cadastro","_pn_CadastroGrid"
"SAT","fiscal","_pn_SatGrid"
"SAT","operacional","_QClxDrawUtil_ScrollEffect"
"SAT","menu","_QMenuBar_activateItemAt"
"SAT","menu","_QMenuBar_create"
"SAT","menu","_QMenuBar_hook_create"
"SAT","menu","_QMenuBar_hook_hook_activated"
"SAT","menu","_QMenuBar_hook_hook_highlighted"
"SAT","menu","_QMenuBar_to_QMenuData"
"SAT","menu","_QMenuData_changeItem"
"SAT","menu","_QMenuData_changeItem3"
"SAT","menu","_QMenuData_findItem"
"SAT","menu","_QMenuData_iconSet"
"SAT","menu","_QMenuData_insertItem5"
"SAT","menu","_QMenuData_insertItem7"
"SAT","menu","_QMenuData_insertSeparator"
"SAT","menu","_QMenuData_removeItem"
"SAT","menu","_QMenuData_setAccel"
"SAT","menu","_QMenuData_setItemChecked"
"SAT","menu","_QMenuData_setItemEnabled"
"SAT","operacional","_QOpenScrollView_create"
"SAT","operacional","_QOpenScrollView_setMargins"
"SAT","menu","_QPopupMenu_create"
"SAT","menu","_QPopupMenu_hook_create"
"SAT","menu","_QPopupMenu_hook_hook_aboutToShow"
"SAT","menu","_QPopupMenu_hook_hook_activated"
"SAT","menu","_QPopupMenu_hook_hook_highlighted"
"SAT","menu","_QPopupMenu_popup"
"SAT","menu","_QPopupMenu_to_QMenuData"
"SAT","operacional","_QScrollBar_hook_create"
"SAT","operacional","_QScrollBar_hook_destroy"
"SAT","operacional","_QScrollBar_setLineStep"
"SAT","operacional","_QScrollBar_setTracking"
"SAT","operacional","_QScrollBar_setValue"
"SAT","operacional","_QScrollView_addChild"
"SAT","operacional","_QScrollView_contentsToViewport2"
"SAT","operacional","_QScrollView_hook_create"
"SAT","operacional","_QScrollView_hook_hook_contentsMoving"
"SAT","operacional","_QScrollView_horizontalScrollBar"
"SAT","operacional","_QScrollView_removeChild"
"SAT","operacional","_QScrollView_resizeContents"
"SAT","operacional","_QScrollView_setCornerWidget"
"SAT","operacional","_QScrollView_setHScrollBarMode"
"SAT","operacional","_QScrollView_setResizePolicy"
"SAT","operacional","_QScrollView_setVScrollBarMode"
"SAT","operacional","_QScrollView_verticalScrollBar"
"SAT","operacional","_QScrollView_viewport"
"SAT","operacional","_QWidget_scroll"
"SAT","cadastro","-Cadastro: "
"SAT","outro","-Cancelados "
"SAT","autenticacao/permissao","-Grupo Usuarios: "
"SAT","outro","-Sit.: Cancelado"
"SAT","autenticacao/permissao","-Usuario: "
"SAT","autenticacao/permissao",",SeqOcor,SitOcor,CodUsuario,Obs,DatLan,HorLan,DatPrevSol, "
"SAT","fiscal",",SeqSat"
"SAT","operacional",": [Rollback retaining (Soft rollback)]"
"SAT","operacional",": [Rollback]"
"SAT","fiscal",":\EquipExe\EquSat"
"SAT","fiscal",":\EquipExe\EquSat.Ini"
"SAT","autenticacao/permissao",":\EquipExe\Exe\Senhas.Exe"
"SAT","relatorio/impressao",":\EquipExe\Figuras\Relatorio.rav"
"SAT","fiscal",":Anotacoes"" A "
"SAT","fiscal",":CadSatTip"" C "
"SAT","operacional",":MovControle"" S "
"SAT","operacional",":MovControle"" Z"
"SAT","fiscal",":MovSat"
"SAT","fiscal",":MovSatAle""  M "
"SAT","fiscal",":MovSatAle"" A "
"SAT","fiscal",":MovSatCli"" "
"SAT","fiscal",":MovSatCli""  M,"
"SAT","fiscal",":MovSatCli"" M"
"SAT","fiscal",":MovSatFor""  M,"
"SAT","fiscal",":MovSatInt""  M"
"SAT","fiscal",":MovSatInt""  M,"
"SAT","fiscal",":SolAltSist"" where CodProSat = "
"SAT","autenticacao/permissao",":Usuarios"" U "
"SAT","cadastro","!CadastrodeAjustesAutomticos1Click"
"SAT","cadastro","!CadastrodeAjustesAutomticos1Click'"
"SAT","autenticacao/permissao","!Qry_AlertaCodUsuario.DisplayWidth"
"SAT","fiscal","!Qry_AlertaExportaSAT.DisplayLabel"
"SAT","autenticacao/permissao","!Qry_AlertaUsuarioReu.DisplayWidth"
"SAT","relatorio/impressao","!S:\EquipExe\Figuras\relatorio.rav"
"SAT","fiscal",".select * from ':ParadoxXInterbase:MovSatCli' M"
"SAT","fiscal",".Select * From "":ParadoxXInterbase:MovSatAle"" A"
"SAT","fiscal","'AJUSTES EQUIPE.""MovSatAle.DB"".CodSatTip"
"SAT","fiscal","'AJUSTES EQUIPE.""MovSatAle.DB"".DatAlerta"
"SAT","fiscal","'AJUSTES EQUIPE.""MovSatAle.DB"".HorAlerta"
"SAT","fiscal","'AJUSTES EQUIPE.""MovSatAle.DB"".SeqAlerta"
"SAT","fiscal","'AJUSTES EQUIPE.""MovSatAle.DB"".SitAlerta"
"SAT","fiscal",""") And (M.CodSat="""
"SAT","fiscal",""") And (M.CodSat=S.Cod"
"SAT","fiscal",""")) or (M.CodSatTip is Null))"
"SAT","operacional","(|Digito de controle do CGC do fornecedor"
"SAT","fiscal","(A.CodSat=C.CodCli)"
"SAT","autenticacao/permissao","(AJUSTES EQUIPE.""Anotacoes.DB"".CodUsuario"
"SAT","autenticacao/permissao","(AJUSTES EQUIPE.""Anotacoes.DB"".ParUsuario"
"SAT","autenticacao/permissao","(AJUSTES EQUIPE.""MovSatAle.DB"".CodUsuario"
"SAT","fiscal","(AJUSTES EQUIPE.""MovSatAle.DB"".ExportaSAT"
"SAT","outro","(Cancelado is null) Or (Not(Cancelado='S'))"
"SAT","autenticacao/permissao","(CodUsuario='"
"SAT","autenticacao/permissao","(CodUsuarioResp = '') "
"SAT","outro","(Not(Cancelado='S'))"
"SAT","fiscal","(Not(Cancelado='S')) And (ObsSatSubC = '"
"SAT","outro","(Not(Cancelado='S')) or (Cancelado is Null)"
"SAT","relatorio/impressao","(RCDRelatrioControleDesenvolvimento1Click"
"SAT","fiscal",") And (A.CodSat=C.CodCli)"
"SAT","fiscal",") And (M.SeqSat=S.SeqSat"
"SAT","operacional",")|Digito de controle do CGC do Interessado"
"SAT","cadastro","[ Cadastros ]"
"SAT","financeiro","[ Financeiro ]"
"SAT","autenticacao/permissao","[UsuarioEquipe]"
"SAT","menu","/HideMenubar true"
"SAT","fiscal","\Anotacoes"" A "
"SAT","fiscal","\CadSatTip"" C "
"SAT","operacional","\MovControle"" S "
"SAT","operacional","\MovControle"" Z"
"SAT","fiscal","\MovSat"
"SAT","fiscal","\MovSatAle""  M "
"SAT","fiscal","\MovSatAle"" A "
"SAT","fiscal","\MovSatCli""  "
"SAT","fiscal","\MovSatCli""  M,"
"SAT","fiscal","\MovSatCli"" M"
"SAT","fiscal","\MovSatFor""  M,"
