Tabela,Caminho,Campo,Tipo,Tamanho,Precisao,Obrigatoriedade,IndiceParadoxDetectado,PossivelChavePrimaria,PossivelChaveEstrangeira,NomeVisualCorrespondente,ModuloRelacionado,TelaRelacionada,EntidadeDominio,ClassificacaoCampo,Evidencia,NivelConfianca,Status
MigraNuvem,Estruturas\MigraNuvem.DB,LinkArqKey4,System.String,40,0,nao confirmado,.PX,nao confirmado,nao confirmado,LinkArqKey4,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Municipios,Estruturas\Municipios.DB,CodMun,System.String,20,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,CodMun,Nao classificado,nao confirmado,Nao classificado,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Municipios,Estruturas\Municipios.DB,NomMun,System.String,160,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,NomMun,Nao classificado,nao confirmado,Nao classificado,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Municipios,Estruturas\Municipios.DB,EstMun,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,EstMun,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Municipios,Estruturas\Municipios.DB,UF,System.String,4,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,UF,Nao classificado,nao confirmado,Nao classificado,endereco,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
NFeConf,Estruturas\NFeConf.DB,ID,System.String,10,0,nao confirmado,.PX,possivel,nao confirmado,ID,Notas/Fiscal,nao confirmado,Notas/Fiscal,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NFeConf,Estruturas\NFeConf.DB,Campo,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,Campo,Notas/Fiscal,nao confirmado,Notas/Fiscal,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NFeConf,Estruturas\NFeConf.DB,Descricao,System.String,200,0,nao confirmado,.PX,nao confirmado,nao confirmado,Descricao,Notas/Fiscal,nao confirmado,Notas/Fiscal,nome/descricao,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NFeConf,Estruturas\NFeConf.DB,Obs,System.String,400,0,nao confirmado,.PX,nao confirmado,nao confirmado,Obs,Notas/Fiscal,nao confirmado,Notas/Fiscal,observacao,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
NFeConf,Estruturas\NFeConf.DB,Grupo,System.String,20,0,nao confirmado,.PX,nao confirmado,nao confirmado,Grupo,Notas/Fiscal,nao confirmado,Notas/Fiscal,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op,Estruturas\Op.DB,CodSistema,System.String,20,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,CodSistema,Nao classificado,nao confirmado,Nao classificado,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op,Estruturas\Op.DB,Janela,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Janela,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op,Estruturas\Op.DB,GruOp,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,GruOp,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op,Estruturas\Op.DB,Op,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Op,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op,Estruturas\Op.DB,DesOp,System.String,200,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,DesOp,Nao classificado,nao confirmado,Nao classificado,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op,Estruturas\Op.DB,Familia,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Familia,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op,Estruturas\Op.DB,Tipo,System.String,20,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Tipo,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,CodChave,System.Int32,4,0,confirmado por schema,.PX,possivel,possivel,CodChave,Nao classificado,nao confirmado,Nao classificado,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,CodSistema,System.String,20,0,nao confirmado,.PX,possivel,possivel,CodSistema,Nao classificado,nao confirmado,Nao classificado,identificador,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,Janela,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,Janela,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,GruOp,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,GruOp,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,Op,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,Op,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,DesOp,System.String,200,0,nao confirmado,.PX,nao confirmado,nao confirmado,DesOp,Nao classificado,nao confirmado,Nao classificado,nome/descricao,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,Familia,System.String,40,0,nao confirmado,.PX,nao confirmado,nao confirmado,Familia,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op_teste,Estruturas\Op_teste.db,Tipo,System.String,20,0,nao confirmado,.PX,nao confirmado,nao confirmado,Tipo,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Op1,Estruturas\Op1.DB,CodSistema,System.String,20,0,nao confirmado,,possivel,possivel,CodSistema,Nao classificado,nao confirmado,Nao classificado,identificador,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Op1,Estruturas\Op1.DB,Janela,System.String,100,0,nao confirmado,,nao confirmado,nao confirmado,Janela,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Op1,Estruturas\Op1.DB,GruOp,System.String,100,0,nao confirmado,,nao confirmado,nao confirmado,GruOp,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Op1,Estruturas\Op1.DB,Op,System.String,100,0,nao confirmado,,nao confirmado,nao confirmado,Op,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Op1,Estruturas\Op1.DB,DesOp,System.String,200,0,nao confirmado,,nao confirmado,nao confirmado,DesOp,Nao classificado,nao confirmado,Nao classificado,nome/descricao,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Op1,Estruturas\Op1.DB,Familia,System.String,40,0,nao confirmado,,nao confirmado,nao confirmado,Familia,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Op1,Estruturas\Op1.DB,Tipo,System.String,20,0,nao confirmado,,nao confirmado,nao confirmado,Tipo,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox,media,confirmado por schema
Parametros,Estruturas\Parametros.DB,Sistema,System.String,40,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,possivel,nao confirmado,Sistema,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Grupo,System.String,40,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Grupo,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Parametro,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Parametro,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,GrupoExibido,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,GrupoExibido,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,TextoExibido,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TextoExibido,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Tipo,System.String,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Tipo,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,ConteudoPadrao,System.String,400,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,ConteudoPadrao,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Caminho,System.String,510,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Caminho,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Tamanho,System.Int32,4,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Tamanho,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,TipoComp,System.String,40,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,TipoComp,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Local,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Local,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,NomIni,System.String,40,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,NomIni,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,PorFilial,System.Boolean,1,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,PorFilial,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Detalhes,System.String,510,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Detalhes,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Unit,System.String,510,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Unit,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
Parametros,Estruturas\Parametros.DB,Caminho2,System.String,510,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.XG3;.YG0;.YG1;.YG2;.YG3,nao confirmado,nao confirmado,Caminho2,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.XG3,.YG0",alta,confirmado por schema
ParamGrupo,Estruturas\ParamGrupo.db,Sistema,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,Sistema,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ParamGrupo,Estruturas\ParamGrupo.db,GrupoExibido,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,GrupoExibido,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ParamOpcao,Estruturas\ParamOpcao.DB,Sistema,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,possivel,nao confirmado,Sistema,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ParamOpcao,Estruturas\ParamOpcao.DB,Grupo,System.String,40,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Grupo,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ParamOpcao,Estruturas\ParamOpcao.DB,Parametro,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Parametro,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
ParamOpcao,Estruturas\ParamOpcao.DB,Opcao,System.String,200,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Opcao,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,Form,System.String,100,0,nao confirmado,.PX;.XG0,possivel,nao confirmado,Form,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,Objeto,System.String,100,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,Objeto,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,Conteudo,System.String,400,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,Conteudo,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,LinguaEng,System.String,400,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,LinguaEng,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,ConfEng,System.String,2,0,nao confirmado,.PX;.XG0,nao confirmado,possivel,ConfEng,Nao classificado,nao confirmado,Nao classificado,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,LinguaFra,System.String,400,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,LinguaFra,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,ConfFra,System.String,2,0,nao confirmado,.PX;.XG0,nao confirmado,possivel,ConfFra,Nao classificado,nao confirmado,Nao classificado,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,LinguaIta,System.String,400,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,LinguaIta,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,ConfIta,System.String,2,0,nao confirmado,.PX;.XG0,nao confirmado,possivel,ConfIta,Nao classificado,nao confirmado,Nao classificado,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,LinguaEsp,System.String,400,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,LinguaEsp,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,ConfEsp,System.String,2,0,nao confirmado,.PX;.XG0,nao confirmado,possivel,ConfEsp,Nao classificado,nao confirmado,Nao classificado,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,Obs,System.String,200,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,Obs,Nao classificado,nao confirmado,Nao classificado,observacao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
resttemp,Estruturas\resttemp.DB,LinguaBel,System.String,200,0,nao confirmado,.PX;.XG0,nao confirmado,nao confirmado,LinguaBel,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,CodSistema,System.String,20,0,nao confirmado,.PX;.XG0;.YG0,possivel,possivel,CodSistema,Configuracao/Admin,nao confirmado,Configuracao/Admin,identificador,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,NomSistema,System.String,60,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,NomSistema,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,Tipo,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Tipo,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,Versao,System.String,20,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Versao,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,ControlaSenha,System.String,2,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,possivel,ROL,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,CaminhoOrigem,System.String,400,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,CaminhoOrigem,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,Executavel,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,Executavel,Configuracao/Admin,nao confirmado,Configuracao/Admin,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
Sistemas,Estruturas\Sistemas.DB,NomeCompact,System.String,100,0,nao confirmado,.PX;.XG0;.YG0,nao confirmado,nao confirmado,NomeCompact,Configuracao/Admin,nao confirmado,Configuracao/Admin,nome/descricao,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.YG0",alta,confirmado por schema
TipAdv,Estruturas\TipAdv.db,TipAdv,System.Int32,4,0,nao confirmado,.PX,possivel,nao confirmado,TipAdv,Nao classificado,nao confirmado,Nao classificado,desconhecido,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
TipAdv,Estruturas\TipAdv.db,DesTipAdv,System.String,100,0,nao confirmado,.PX,nao confirmado,nao confirmado,DesTipAdv,Nao classificado,nao confirmado,Nao classificado,nome/descricao,confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,alta,confirmado por schema
Traducao,Estruturas\Traducao.DB,Form,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,possivel,nao confirmado,Form,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Traducao,Estruturas\Traducao.DB,Objeto,System.String,100,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Objeto,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Traducao,Estruturas\Traducao.DB,Conteudo,System.String,400,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,Conteudo,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Traducao,Estruturas\Traducao.DB,LinguaEng,System.String,400,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,nao confirmado,LinguaEng,Nao classificado,nao confirmado,Nao classificado,desconhecido,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
Traducao,Estruturas\Traducao.DB,ConfEng,System.String,2,0,nao confirmado,.PX;.XG0;.XG1;.XG2;.YG0;.YG1;.YG2,nao confirmado,possivel,ConfEng,Nao classificado,nao confirmado,Nao classificado,fiscal,"confirmado por schema: coluna existente no dicionario Paradox | confirmado por schema: arquivos de indice .PX,.XG0,.XG1,.XG2,.YG0,.YG1",alta,confirmado por schema
