"Executavel","Categoria","Texto","StatusLayout","ProximaValidacao"
"LavFacilLan","cadastro","Tb_UsuariosCodUsuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosCodUsuario$","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosCopUsuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosCopUsuario<","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosDatCad","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosDatCad(","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosGruUsuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosGruUsuario,","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosGruUsuario$","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosNomUsuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosNomUsuario(","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosSenha","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosSenha,","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosSenha$","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosSenha4","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosTipUsuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosTipUsuario(","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_UsuariosTipUsuario0","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tb_Usuariosx","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tbCliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tbClienteGeral","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tbClientes","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TCliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TClientes_FC","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TClientes_FC#","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TClientes_FM","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TClientesF5_FP","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TClientesF5_FP`i~","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TCreditoClienteLan","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TCreditoClienteLan\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tem Cliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TF_Filial","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TFC_CadastroPromo","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TFC_ClientesF5","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TFC_ClientesF5New","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TFC_ClientesF5TH","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TFC_ProcProdutos","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TFrmCadastroNfe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tica antes de Transferir Cliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tipo Cliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TIPO DO USUARIO","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TipUsuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tm_SaiDoCampoCliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Tm_SaiDoCampoClienteTimer","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TMenuItem!DescriodaFilialnoRodapParametros1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TmpSaldoProduto","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Todos os Cadastros","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Total Servicos.(","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TotalClientesAtivos )`","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tQry_Servico","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Transferindo Clientes","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Transferindo Clientes da Movimenta","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Transferindo Forma de Pagamento","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TrocaFilial","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TS_Parametros","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TS_Produtos","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TServicoItem","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tTb_Clientes","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","TUpdateRecordEvent","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","tUsuarios","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","uCreditoClientesLan_u","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","usuario","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Usuario :","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Usuario N","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Usuario Resp.","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Usuario:","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Usuarios","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Usuarios.DB","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","ValidaCadastro","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","ValidaProdutos","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Valor Produto:","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Valor total dos Produtos","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","ValorMedioClientes )`","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","vel buscar os dispositivos vinculados a esta filial","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","vel para este cliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","vel para este cliente - Verifique cadastro e parametros","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerifClientes","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerifCorteRol","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerifHorariosUsuarios","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Verifica Parametro de Unifica","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Verifica se Controla desconto pelo cadastro","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","Verificando a existencia do Produto...","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerificaPacoteCliente","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerificaProdutoCodPro","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerificaProdutoRol","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerifSenhaClienteCre","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VerifTipProduto","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VisualizaTerceirizaoporproduto1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","VisualizaTerceirizaoporproduto1<","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","z:\EquipExe\Est\Filial","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","z:\EquipExe\Ger\Filial","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","cadastro","z:\EquipExe\Lav\Filial","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","_QOpenWidget_updateMask","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","_QWidget_update","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","_QWidget_update3","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","- Adiantamento - Atualiza Total Pago - Cr","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","- Adiantamento - Atualiza Total Pago - PontosCli:","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","-Verifica se envia Email","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Exe\Atualizacao\*.zip","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Exe\EquLiveUpdate.exe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Exe\LiveUpdate.Exe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Exe\LiveUpdate.Exe estruturas","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Exe\Sincronizar.exe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Sincroniza\Backup","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Sincroniza\Backup\bd1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Sincroniza\bd1.mdb","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\BD1.MDB n","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\Caract.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\Del","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\Ent","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\Erro\*.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\ExporTab","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\FatPre.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\FPG.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\GruPro.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\Prazos.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\Tab.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\TabProSer.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Envio\TipEnt.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Nuvem\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Nuvem\Envio\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Nuvem\Retorno","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Nuvem\Retorno\Erro","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Nuvem\Retorno\Log","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Nuvem\Retorno\Processando","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\*.Txt","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Erro","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Erro\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Log","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Log\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Ranking1Dia","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Ranking2MesA","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Ranking\Ranking3AnoA","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno\Erro\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno\Erro\*.xml","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno\Log\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno\Log\LavFacil\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\Equipexe\Sincroniza\Retorno\Log\LavFacil\LogImporta","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update",":\EquipExe\Sincronizar.Ini","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","\PegarHoraServidor.udl","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","5http://www.lavsoft.com.br/ws/Email/v1/Email.asmx?WSDL","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnFile_PrintUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnFile_SaveUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnPage_FirstUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnPage_LastUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnPage_NextUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnPage_PreviousUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnZoom_InUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnZoom_OutUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnZoom_PageUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","actnZoom_PageWidthUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AfterApplyUpdatesTbX","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","and (C.EMAIL Like ""%","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AnexoEmail","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AS_ApplyUpdates","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualiza","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualiza Processo","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualiza Promo","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualiza Site Equipe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaBotVarios","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","atualizacao","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualizacao1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualizacao1Click","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaDadosCli","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualizado em:","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualizados:","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaExe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaodeEstruturas1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaodeEstruturas1Click","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaodeEstruturasBD1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaPagtoPacote","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaProcesso1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaProcesso1Click","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaProSer","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualizar","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Atualizar Tela","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizarLog","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizarTela","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizarTelaClick","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaSiteEquipe","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaSiteEquipe1","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaSiteEquipe1Click","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaStatus","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaTela","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AtualizaTmpDoacao","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","AUTO_UPDATE","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","BackActionUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","BeforeApplyUpdatesTbX","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","BotEnvEmail","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","BotEnvEmailClick","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","BREAKUPDATE","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Bt_AtualizarClick","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","C:\Equipe_Copia\Atualizacao\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","C:\Equipexe\Atualiza.Doc","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","C.email","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","CachedUpdates","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Cannot proceed when update is not ended. Preceding EndUpdate call is required.","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Carregando Sincronizar.ini ...","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","CB_EnviaEmailAuto","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","CB_ImportaServidor","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Dados da loja no site atualizados com sucesso","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","DataUpdate )`","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","dbAtualiza","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","dbupdatetext","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","DeleteActionUpdate","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","E Where E.Email = C.Email )","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_AnexoEmail","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_AnexoEmailExit","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_EMail","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_Email_emit","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_EmailCli","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_EmailCliClick","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_EmailCliExit","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_EMailD","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_xEmail_dest","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Ed_xEmail_dest\","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EIdNotASocket","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","email","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Email =","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Email_Primeira_Linha","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Email_Segunda_Linha","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Email;","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Email:","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","email@provedor.com","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EmailEncCai","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EmailH","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EmailLacto","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EmailProd","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EMailProm","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EmailSoap","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EmailSoap$","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","Emailx","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnderecosEmailSacado","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnvEmailWeb","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnviaEmail","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnviaEmailAut","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnviaEmailEstacao","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnviaEmailEstacaoResult","texto_estatico_sem_posicao","captura_dinamica_MOD"
"LavFacilLan","comunicacao/update","EnviaEmailMen","texto_estatico_sem_posicao","captura_dinamica_MOD"
